CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Churn Value,Churn Score,CLTV,ingestion_date
8992-JQYUN,1,United States,California,San Fernando,91340,"34.286131, -118.435969",34.286131,-118.435969,Male,No,Yes,No,1,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,65,4526,4/1/2025
0617-AQNWT,1,United States,California,North Hills,91343,"34.238802, -118.482296",34.238802,-118.482296,Female,No,Yes,No,64,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,1,66,6347,4/1/2025
2446-PLQVO,1,United States,California,Santa Clarita,91350,"34.502432, -118.41459",34.502432,-118.41459,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,78,4512,4/1/2025
3005-NFMTA,1,United States,California,Valencia,91354,"34.457005, -118.573726",34.457005,-118.573726,Male,Yes,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,69,5543,4/1/2025
8784-CGILN,1,United States,California,Tarzana,91356,"34.157137, -118.548511",34.157137,-118.548511,Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1,100,3068,4/1/2025
5389-FFVKB,1,United States,California,Thousand Oaks,91360,"34.214054, -118.88109",34.214054,-118.88109,Male,Yes,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1,94,5365,4/1/2025
8444-WRIDW,1,United States,California,Thousand Oaks,91362,"34.191842, -118.822796",34.191842,-118.822796,Female,Yes,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,79,5011,4/1/2025
9451-LPGOO,1,United States,California,Panorama City,91402,"34.223768, -118.445461",34.223768,-118.445461,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,66,3780,4/1/2025
5868-YWPDW,1,United States,California,Sherman Oaks,91423,"34.146957, -118.432138",34.146957,-118.432138,Male,Yes,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,72,5834,4/1/2025
2025-JKFWI,1,United States,California,Burbank,91501,"34.188339, -118.300942",34.188339,-118.300942,Male,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,1,81,3493,4/1/2025
4078-SAYYN,1,United States,California,Burbank,91502,"34.177267, -118.31003",34.177267,-118.31003,Female,No,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,65,2229,4/1/2025
9940-HPQPG,1,United States,California,North Hollywood,91601,"34.1692, -118.372498",34.1692,-118.372498,Female,No,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),1,91,4176,4/1/2025
6618-RYATB,1,United States,California,North Hollywood,91605,"34.207295, -118.400022",34.207295,-118.400022,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,1,93,5571,4/1/2025
9079-YEXQJ,1,United States,California,Chino,91710,"33.990646, -117.663025",33.990646,-117.663025,Female,No,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,1,93,5527,4/1/2025
2685-SREOM,1,United States,California,Rancho Cucamonga,91730,"34.10097, -117.57882",34.10097,-117.57882,Female,No,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1,96,4793,4/1/2025
0402-CQAJN,1,United States,California,El Monte,91732,"34.074492, -118.01462",34.074492,-118.01462,Female,No,No,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1,83,4437,4/1/2025
6692-UDPJC,1,United States,California,South El Monte,91733,"34.04622, -118.053753",34.04622,-118.053753,Female,No,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,1,65,4304,4/1/2025
1273-MTETI,1,United States,California,Rancho Cucamonga,91737,"34.245289, -117.642503",34.245289,-117.642503,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1,74,2754,4/1/2025
5480-HPRRX,1,United States,California,Glendora,91740,"34.119363, -117.855059",34.119363,-117.855059,Female,Yes,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,74,3542,4/1/2025
0295-PPHDO,1,United States,California,La Puente,91744,"34.031441, -117.936436",34.031441,-117.936436,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,71,5962,4/1/2025
1195-OIYEJ,1,United States,California,La Puente,91746,"34.038983, -117.991372",34.038983,-117.991372,Male,No,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,78,5347,4/1/2025
5906-CVLHP,1,United States,California,Rowland Heights,91748,"33.976753, -117.897367",33.976753,-117.897367,Female,No,Yes,No,45,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),1,92,2761,4/1/2025
4501-EQDRN,1,United States,California,Montclair,91763,"34.072121, -117.698319",34.072121,-117.698319,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1,98,4620,4/1/2025
2990-HWIML,1,United States,California,Ontario,91764,"34.074087, -117.605618",34.074087,-117.605618,Female,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,82,2898,4/1/2025
7384-GHBPI,1,United States,California,San Dimas,91773,"34.102119, -117.815532",34.102119,-117.815532,Male,No,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,83,2987,4/1/2025
7603-USHJS,1,United States,California,San Gabriel,91775,"34.114772, -118.089431",34.114772,-118.089431,Male,No,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,78,2010,4/1/2025
7234-FECYN,1,United States,California,San Gabriel,91776,"34.089927, -118.095645",34.089927,-118.095645,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,1,68,5546,4/1/2025
5876-HZVZM,1,United States,California,West Covina,91792,"34.024405, -117.898722",34.024405,-117.898722,Female,No,Yes,Yes,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),1,87,4914,4/1/2025
1400-MMYXY,1,United States,California,Alhambra,91801,"34.090925, -118.128164",34.090925,-118.128164,Male,Yes,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,71,2715,4/1/2025
3085-QUOZK,1,United States,California,Alpine,91901,"32.827184, -116.703729",32.827184,-116.703729,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,76,3238,4/1/2025
3926-CUQZX,1,United States,California,Campo,91906,"32.673483, -116.472863",32.673483,-116.472863,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,77,4884,4/1/2025
1041-RXHRA,1,United States,California,Guatay,91931,"32.857946, -116.561917",32.857946,-116.561917,Female,No,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1,69,3407,4/1/2025
1750-CSKKM,1,United States,California,Imperial Beach,91932,"32.579134, -117.119009",32.579134,-117.119009,Male,No,No,Yes,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,1,70,2688,4/1/2025
7142-HVGBG,1,United States,California,Mount Laguna,91948,"32.830852, -116.444601",32.830852,-116.444601,Male,Yes,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,99,2505,4/1/2025
8267-ZNYVZ,1,United States,California,Spring Valley,91977,"32.726627, -116.994608",32.726627,-116.994608,Female,No,Yes,No,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,1,81,3824,4/1/2025
6457-GIRWB,1,United States,California,Carlsbad,92008,"33.148116, -117.306043",33.148116,-117.306043,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,88,2843,4/1/2025
1450-SKCVI,1,United States,California,Del Mar,92014,"32.948262, -117.256086",32.948262,-117.256086,Female,No,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,72,5276,4/1/2025
5570-PTWEH,1,United States,California,Encinitas,92024,"33.054579, -117.25665",33.054579,-117.25665,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,78,2270,4/1/2025
6502-MJQAE,1,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,87,2072,4/1/2025
7693-LCKZL,1,United States,California,Julian,92036,"32.980678, -116.262854",32.980678,-116.262854,Male,No,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,84,5124,4/1/2025
0032-PGELS,1,United States,California,Palomar Mountain,92060,"33.309852, -116.823091",33.309852,-116.823091,Female,No,Yes,Yes,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1,74,5171,4/1/2025
6797-LNAQX,1,United States,California,Poway,92064,"32.984395, -117.013454",32.984395,-117.013454,Male,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),1,98,4794,4/1/2025
6394-MFYNG,1,United States,California,Solana Beach,92075,"33.001813, -117.263628",33.001813,-117.263628,Female,No,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1,89,4956,4/1/2025
1564-NTYXF,1,United States,California,San Marcos,92078,"33.119028, -117.166036",33.119028,-117.166036,Female,Yes,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,99,3363,4/1/2025
8155-IBNHG,1,United States,California,San Diego,92103,"32.747484, -117.166877",32.747484,-117.166877,Female,No,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,74,2325,4/1/2025
0886-QGENL,1,United States,California,San Diego,92104,"32.741499, -117.127409",32.741499,-117.127409,Female,Yes,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,77,4853,4/1/2025
8739-WWKDU,1,United States,California,San Diego,92109,"32.787836, -117.232376",32.787836,-117.232376,Male,Yes,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,90,4849,4/1/2025
8685-WHQPW,1,United States,California,San Diego,92110,"32.76501, -117.19938",32.76501,-117.19938,Female,Yes,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,81,2407,4/1/2025
4745-LSPLO,1,United States,California,San Diego,92111,"32.805518, -117.169052",32.805518,-117.169052,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,84,3731,4/1/2025
8083-YTZES,1,United States,California,San Diego,92113,"32.697098, -117.116587",32.697098,-117.116587,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,73,3622,4/1/2025
7240-FQLHE,1,United States,California,San Diego,92114,"32.707892, -117.05512",32.707892,-117.05512,Female,Yes,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),1,68,5857,4/1/2025
6664-FPDAC,1,United States,California,San Diego,92115,"32.762506, -117.07245",32.762506,-117.07245,Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,1,91,4060,4/1/2025
0786-VSSUD,1,United States,California,San Diego,92123,"32.808814, -117.134694",32.808814,-117.134694,Male,Yes,No,No,16,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,1,92,5692,4/1/2025
3976-BWUCK,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542,Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),1,94,5255,4/1/2025
3585-ISXZP,1,United States,California,Indio,92201,"33.713891, -116.237257",33.713891,-116.237257,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),1,95,5335,4/1/2025
6583-QGCSI,1,United States,California,Indian Wells,92210,"33.537646, -116.291089",33.537646,-116.291089,Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,87,5813,4/1/2025
4174-LPGTI,1,United States,California,Beaumont,92223,"33.946982, -116.977672",33.946982,-116.977672,Female,No,Yes,No,41,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),1,65,2517,4/1/2025
2108-XWMPY,1,United States,California,Cabazon,92230,"33.929812, -116.76058",33.929812,-116.76058,Male,No,No,No,3,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,1,70,2095,4/1/2025
6304-IJFSQ,1,United States,California,Calipatria,92233,"33.143826, -115.497485",33.143826,-115.497485,Male,No,No,No,3,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,1,73,5585,4/1/2025
0093-XWZFY,1,United States,California,Desert Hot Springs,92241,"33.832799, -116.250973",33.832799,-116.250973,Male,No,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1,93,2832,4/1/2025
1980-KXVPM,1,United States,California,El Centro,92243,"32.770393, -115.60915",32.770393,-115.60915,Female,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,83,3553,4/1/2025
7703-ZEKEF,1,United States,California,Heber,92249,"32.730583, -115.501083",32.730583,-115.501083,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,1,78,5701,4/1/2025
0723-DRCLG,1,United States,California,Holtville,92250,"32.811001, -115.152865",32.811001,-115.152865,Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,94,2394,4/1/2025
5482-NUPNA,1,United States,California,Imperial,92251,"32.858595, -115.662709",32.858595,-115.662709,Female,No,No,No,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,1,90,5730,4/1/2025
1122-JWTJW,1,United States,California,Ocotillo,92259,"32.698964, -115.886656",32.698964,-115.886656,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,82,3463,4/1/2025
1699-HPSBG,1,United States,California,Palm Springs,92264,"33.745746, -116.514215",33.745746,-116.514215,Male,No,No,No,12,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,1,69,4581,4/1/2025
8775-CEBBJ,1,United States,California,Seeley,92273,"32.790282, -115.689559",32.790282,-115.689559,Female,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,87,2029,4/1/2025
6894-LFHLY,1,United States,California,Vidal,92280,"34.264124, -114.717964",34.264124,-114.717964,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,97,5571,4/1/2025
0639-TSIQW,1,United States,California,White Water,92282,"33.972293, -116.654195",33.972293,-116.654195,Female,No,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1,70,5620,4/1/2025
8361-LTMKD,1,United States,California,Apple Valley,92307,"34.55082, -117.122396",34.55082,-117.122396,Male,Yes,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,77,5839,4/1/2025
7590-VHVEG,1,United States,California,Los Angeles,90001,"33.973616, -118.24902",33.973616,-118.24902,Female,No,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0,27,3964,4/1/2025
5575-GNVDE,1,United States,California,Los Angeles,90002,"33.949255, -118.246978",33.949255,-118.246978,Male,No,No,No,34,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,0,61,3441,4/1/2025
7795-CFOCW,1,United States,California,Los Angeles,90004,"34.076259, -118.310715",34.076259,-118.310715,Male,No,No,No,45,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),0,66,4307,4/1/2025
1452-KIOVK,1,United States,California,Los Angeles,90007,"34.027337, -118.28515",34.027337,-118.28515,Male,No,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0,43,4459,4/1/2025
6713-OKOMC,1,United States,California,Los Angeles,90008,"34.008293, -118.346766",34.008293,-118.346766,Female,No,No,No,10,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,0,51,2013,4/1/2025
6388-TABGU,1,United States,California,Los Angeles,90011,"34.00709, -118.258681",34.00709,-118.258681,Male,No,No,No,62,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),0,58,4529,4/1/2025
9763-GRSKD,1,United States,California,Los Angeles,90012,"34.065875, -118.238728",34.065875,-118.238728,Male,No,Yes,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,0,76,5764,4/1/2025
7469-LKBCI,1,United States,California,Los Angeles,90013,"34.044639, -118.240413",34.044639,-118.240413,Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,39,4726,4/1/2025
8091-TTVAX,1,United States,California,Los Angeles,90014,"34.043144, -118.251977",34.043144,-118.251977,Male,No,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),0,71,6432,4/1/2025
5129-JLPIS,1,United States,California,Los Angeles,90016,"34.028331, -118.354338",34.028331,-118.354338,Male,No,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0,75,5822,4/1/2025
3655-SNQYZ,1,United States,California,Los Angeles,90017,"34.052842, -118.264495",34.052842,-118.264495,Female,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0,43,5141,4/1/2025
8191-XWSZG,1,United States,California,Los Angeles,90018,"34.028735, -118.317236",34.028735,-118.317236,Female,No,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,35,5186,4/1/2025
9959-WOFKT,1,United States,California,Los Angeles,90019,"34.049841, -118.33846",34.049841,-118.33846,Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),0,73,4479,4/1/2025
4183-MYFRB,1,United States,California,Los Angeles,90021,"34.029043, -118.239504",34.029043,-118.239504,Female,No,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0,57,5982,4/1/2025
1680-VDCWW,1,United States,California,Los Angeles,90023,"34.017697, -118.200577",34.017697,-118.200577,Male,No,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0,77,5279,4/1/2025
3638-WEABW,1,United States,California,Los Angeles,90025,"34.046174, -118.446333",34.046174,-118.446333,Female,No,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),0,53,6407,4/1/2025
6322-HRPFA,1,United States,California,Los Angeles,90026,"34.078991, -118.263804",34.078991,-118.263804,Male,No,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),0,79,4986,4/1/2025
6865-JZNKO,1,United States,California,Los Angeles,90027,"34.127194, -118.295647",34.127194,-118.295647,Female,No,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0,65,2725,4/1/2025
5248-YGIJN,1,United States,California,Los Angeles,90031,"34.085807, -118.206617",34.085807,-118.206617,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,21,5974,4/1/2025
3841-NFECX,1,United States,California,Los Angeles,90033,"34.050198, -118.210946",34.050198,-118.210946,Female,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),0,38,5309,4/1/2025
4929-XIHVW,1,United States,California,Los Angeles,90034,"34.030578, -118.399613",34.030578,-118.399613,Male,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0,69,4449,4/1/2025
6827-IEAUQ,1,United States,California,Los Angeles,90035,"34.051809, -118.383843",34.051809,-118.383843,Female,No,Yes,No,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,0,66,3213,4/1/2025
7310-EGVHZ,1,United States,California,Los Angeles,90036,"34.070291, -118.349191",34.070291,-118.349191,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0,77,5526,4/1/2025
3413-BMNZE,1,United States,California,Los Angeles,90037,"34.002642, -118.287596",34.002642,-118.287596,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0,40,3144,4/1/2025
6234-RAAPL,1,United States,California,Los Angeles,90038,"34.088017, -118.327168",34.088017,-118.327168,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),0,79,5915,4/1/2025
6572-ADKRS,1,United States,California,Los Angeles,90040,"33.994524, -118.149953",33.994524,-118.149953,Female,No,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0,41,3395,4/1/2025
8865-TNMNX,1,United States,California,Los Angeles,90043,"33.988543, -118.334081",33.988543,-118.334081,Male,No,Yes,No,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,0,22,2392,4/1/2025
9489-DEDVP,1,United States,California,Los Angeles,90044,"33.952714, -118.292061",33.952714,-118.292061,Female,No,Yes,No,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),0,25,4715,4/1/2025
9867-JCZSP,1,United States,California,Los Angeles,90045,"33.954017, -118.402447",33.954017,-118.402447,Female,No,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,64,3646,4/1/2025
4671-VJLCL,1,United States,California,Los Angeles,90046,"34.108455, -118.362081",34.108455,-118.362081,Female,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),0,70,4595,4/1/2025
4080-IIARD,1,United States,California,Los Angeles,90047,"33.958149, -118.308441",33.958149,-118.308441,Female,No,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0,41,2569,4/1/2025
3714-NTNFO,1,United States,California,Los Angeles,90048,"34.072945, -118.37267",34.072945,-118.37267,Female,No,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0,71,6434,4/1/2025
5948-UJZLF,1,United States,California,Los Angeles,90049,"34.091829, -118.491244",34.091829,-118.491244,Male,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,0,57,3805,4/1/2025
7639-LIAYI,1,United States,California,Los Angeles,90057,"34.061918, -118.277939",34.061918,-118.277939,Male,No,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,49,4142,4/1/2025
2954-PIBKO,1,United States,California,Los Angeles,90058,"34.001617, -118.222274",34.001617,-118.222274,Female,No,Yes,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),0,62,5128,4/1/2025
8012-SOUDQ,1,United States,California,Los Angeles,90059,"33.927254, -118.249826",33.927254,-118.249826,Female,Yes,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0,52,2223,4/1/2025
6575-SUVOI,1,United States,California,Los Angeles,90062,"34.003553, -118.308933",34.003553,-118.308933,Female,Yes,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),0,25,3154,4/1/2025
4667-QONEA,1,United States,California,Los Angeles,90064,"34.037251, -118.423573",34.037251,-118.423573,Female,Yes,Yes,No,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),0,59,5153,4/1/2025
8769-KKTPH,1,United States,California,Los Angeles,90066,"34.002028, -118.430656",34.002028,-118.430656,Female,No,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),0,79,4572,4/1/2025
5067-XJQFU,1,United States,California,Los Angeles,90067,"34.057496, -118.413959",34.057496,-118.413959,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0,74,4582,4/1/2025
3957-SQXML,1,United States,California,Los Angeles,90068,"34.137411, -118.328915",34.137411,-118.328915,Female,No,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,62,5408,4/1/2025
5954-BDFSG,1,United States,California,West Hollywood,90069,"34.093781, -118.381061",34.093781,-118.381061,Female,No,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,53,4708,4/1/2025
0434-CSFON,1,United States,California,Los Angeles,90071,"34.052917, -118.255178",34.052917,-118.255178,Female,No,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,70,4488,4/1/2025
